user_id,email,name,age,gender,city,signup_date,channel,signup_device,vip_grade,marketing_consent,last_login_date,total_spent,order_count,churn,engagement_score,support_tickets,support_level,onboarding_type,week1_activity_score,pre_promo_spent,post_promo_spent
31536,u031536@hanmail.net,박민서,49,U,경기,06JUL2026,paid_search,mobile,platinum,1,06JUL2026,2836225,6,0,58.4,1,Low,C,40.4,40336,45300
31537,u031537@gmail.com,오다은,27,F,광주,14JUN2023,organic,pc,silver,0,21FEB2025,492385,2,1,57.6,2,High,C,73.2,38745,50683
31538,u031538@outlook.com,강준호,22,F,서울,19AUG2023,paid_search,pc,bronze,1,09FEB2025,248080,1,1,37.6,3,High,C,62.6,76809,83892
31539,u031539@naver.com,이소율,52,F,경남,31MAR2023,social,mobile,vip,1,01DEC2025,5273105,3,1,48.9,1,Low,A,47.1,36475,38544
31540,u031540@naver.com,황지안,27,F,충북,01JUL2023,email,tablet,bronze,0,05NOV2025,13030,1,1,72.7,3,High,A,48.8,43245,48949
31541,u031541@kakao.com,정지민,37,F,인천,05MAR2026,paid_search,pc,bronze,0,05MAR2026,0,0,1,44.1,2,High,A,47.2,38768,39005
31542,u031542@hanmail.net,오지호,42,M,서울,03APR2024,other,mobile,bronze,1,14SEP2025,271370,3,1,55.1,0,Low,A,58.5,90674,108541
31543,u031543@daum.net,최하은,23,F,경기,20OCT2025,paid_search,mobile,vip,0,07APR2026,3014695,6,1,55.0,0,Low,B,43.4,72440,78573
31544,u031544@kakao.com,신서현,26,M,경기,25OCT2025,organic,mobile,vip,0,25OCT2025,4258200,2,1,79.4,3,High,B,81.2,40688,35067
31545,u031545@gmail.com,안윤서,51,F,대구,30JAN2025,email,mobile,bronze,0,02APR2026,0,0,1,36.1,2,High,A,41.9,48239,50263
31546,u031546@naver.com,오지민,49,F,경기,04DEC2023,social,mobile,vip,0,03JUN2025,8522320,8,1,41.6,4,High,B,48.7,39686,40106
31547,u031547@kakao.com,서하윤,40,M,인천,01MAR2024,social,tablet,platinum,1,,2237580,2,1,55.3,2,High,A,50.5,60012,72280
31548,u031548@outlook.com,안지민,32,M,세종,09JUN2024,social,tablet,gold,1,02SEP2025,1164225,1,1,54.8,3,High,C,68.8,31671,31665
31549,u031549@daum.net,전준호,54,M,경기,12JUL2024,paid_search,mobile,silver,1,,311820,3,1,51.3,0,Low,C,49.5,51977,45759
31550,u031550@naver.com,권서현,41,M,전남,03MAR2024,organic,pc,vip,0,,9262250,5,1,75.2,3,High,A,53.6,51875,69779
31551,u031551@outlook.com,장예은,42,M,경북,28APR2025,social,mobile,bronze,0,28APR2025,0,0,1,34.7,0,Low,B,29.8,49744,54626
31552,u031552@daum.net,임현우,26,M,경기,23JUN2023,referral,mobile,platinum,0,04DEC2025,1956650,7,1,52.2,2,High,B,66.6,40619,47646
31553,u031553@daum.net,강유진,32,F,서울,22JAN2023,organic,mobile,silver,1,27APR2025,333415,3,1,49.9,4,High,B,39.3,27620,26508
31554,u031554@naver.com,안서윤,16,F,경기,29NOV2023,paid_search,mobile,gold,0,13SEP2025,1284120,3,1,38.2,4,High,B,62.6,45803,51245
31555,u031555@daum.net,오지우,30,F,대구,05JUL2023,social,pc,vip,1,08DEC2025,3686560,4,1,42.1,2,High,A,65.6,14988,17959
31556,u031556@kakao.com,장준호,36,M,부산,31AUG2023,email,mobile,silver,1,15AUG2025,424110,4,1,55.6,1,Low,B,43.5,68839,79112
31557,u031557@naver.com,이민서,16,F,경북,06SEP2023,organic,mobile,bronze,0,05JAN2025,181145,2,1,53.0,1,Low,C,62.7,42669,44643
31558,u031558@naver.com,황지훈,52,F,강원,11MAR2025,email,mobile,platinum,0,,2413960,4,1,74.0,3,High,A,39.0,36287,38534
31559,u031559@naver.com,황수아,31,F,세종,31AUG2023,social,mobile,gold,1,10FEB2025,1174615,2,1,55.2,1,Low,C,61.0,52649,66471
31560,u031560@hanmail.net,김준호,35,M,대전,28AUG2024,organic,pc,silver,1,28AUG2024,633440,2,1,40.8,2,High,A,58.2,75204,75951
31561,u031561@hanmail.net,한예준,51,F,경기,15MAY2026,organic,mobile,gold,0,15MAY2026,813620,1,0,32.4,1,Low,C,67.5,86189,95927
31562,u031562@naver.com,박지원,24,F,경북,30OCT2023,social,mobile,gold,1,05JAN2026,1018635,3,1,46.5,3,High,B,57.5,55729,60042
31563,u031563@outlook.com,이지원,30,M,경기,11JUL2024,organic,pc,silver,1,16APR2025,463000,1,1,60.0,3,High,B,47.2,61148,66108
31564,u031564@kakao.com,신지우,47,F,서울,23JAN2024,paid_search,mobile,bronze,1,,88940,2,1,67.4,1,Low,C,58.9,67807,63484
31565,u031565@daum.net,김준호,37,F,울산,21FEB2024,organic,pc,gold,0,30JUN2024,1121035,6,1,58.8,1,Low,A,49.1,42643,54585
31566,u031566@kakao.com,강지안,22,F,경기,02APR2023,email,mobile,vip,0,05JUL2026,4010160,2,0,52.3,1,Low,B,59.8,64029,65190
31567,u031567@hanmail.net,조예은,53,M,전남,19AUG2024,email,pc,vip,1,04DEC2025,6011990,3,1,61.0,1,Low,A,44.8,73272,74508
31568,u031568@daum.net,이준우,20,F,경기,11MAY2026,paid_search,mobile,vip,1,11MAY2026,4722040,4,0,58.6,0,Low,B,60.0,36805,44031
31569,u031569@hanmail.net,이준우,31,M,서울,21JUN2024,social,mobile,gold,1,,1129245,5,1,53.1,1,Low,A,55.9,36633,45192
31570,u031570@outlook.com,권지원,22,M,경기,14SEP2024,organic,mobile,bronze,1,25APR2026,47090,1,0,61.8,1,Low,B,69.2,47789,45552
31571,u031571@daum.net,정채원,32,M,경기,10DEC2025,referral,mobile,gold,1,10DEC2025,970045,2,1,72.4,2,High,C,64.4,38473,38925
31572,u031572@naver.com,서지유,32,F,전남,27MAR2025,email,pc,gold,1,07APR2026,1480530,1,1,57.5,5,High,B,31.8,43499,56975
31573,u031573@naver.com,류윤서,57,M,울산,26SEP2023,organic,mobile,platinum,1,10JAN2026,2267460,5,1,64.8,1,Low,B,58.1,37615,37321
31574,u031574@naver.com,류소율,28,M,인천,14OCT2023,organic,pc,platinum,1,12JUN2026,1915980,3,0,51.3,0,Low,B,55.1,41451,49385
31575,u031575@daum.net,권예은,44,M,울산,05JUN2026,email,mobile,gold,0,05JUN2026,898780,2,0,35.7,1,Low,B,50.9,78353,82772
31576,u031576@gmail.com,김윤서,39,M,경기,27JAN2025,organic,mobile,vip,1,14JUL2025,4985060,6,1,92.2,0,Low,A,67.7,57484,70797
31577,u031577@naver.com,박준호,40,M,강원,18JUN2023,organic,mobile,platinum,1,09AUG2025,2215700,3,1,33.3,2,High,A,40.4,66177,76842
31578,u031578@kakao.com,송소율,45,M,서울,18FEB2025,social,mobile,bronze,0,18FEB2025,120800,2,1,27.3,0,Low,A,43.8,79599,94392
31579,u031579@naver.com,안지호,38,M,울산,06MAR2025,referral,tablet,silver,1,,613700,1,1,78.1,2,High,B,56.6,43175,54128
31580,u031580@hanmail.net,윤민서,17,F,경기,20JUL2025,social,mobile,silver,1,20JUL2025,671700,2,1,56.1,1,Low,B,56.3,65527,76827
31581,u031581@naver.com,한서윤,42,F,경기,28SEP2025,organic,mobile,bronze,0,28SEP2025,162145,2,1,37.1,0,Low,A,48.7,41322,45176
31582,u031582@naver.com,전유진,30,M,서울,19MAR2024,organic,pc,platinum,1,11JUN2026,1780020,1,0,69.4,0,Low,A,51.3,66677,75007
31583,u031583@gmail.com,윤소율,48,M,서울,04AUG2024,social,pc,silver,0,16MAY2026,629505,5,0,65.4,0,Low,C,76.6,50376,51618
31584,u031584@gmail.com,강윤서,28,F,대구,21SEP2024,social,mobile,silver,1,03MAY2025,540600,3,1,38.5,3,High,A,54.3,66430,65763
31585,u031585@hanmail.net,강지유,36,F,전남,09JAN2026,organic,mobile,gold,1,07APR2026,1016970,3,1,51.0,1,Low,C,46.5,47928,43926
31586,u031586@outlook.com,강민서,57,M,경기,31MAY2024,organic,tablet,platinum,1,18DEC2024,2477110,4,1,74.2,3,High,A,57.9,98221,106920
31587,u031587@kakao.com,이하윤,37,F,전남,21MAY2026,organic,mobile,bronze,1,21MAY2026,77980,3,0,38.8,0,Low,C,56.2,57550,57794
31588,u031588@kakao.com,임지민,31,F,경기,07JUL2024,organic,mobile,vip,0,18OCT2025,4026030,5,1,71.1,3,High,A,62.9,47891,53242
31589,u031589@daum.net,임서연,32,M,경남,26JUL2025,organic,mobile,vip,1,,5432280,5,1,88.7,1,Low,A,44.8,45645,46751
31590,u031590@gmail.com,장다은,37,U,서울,14AUG2023,paid_search,mobile,silver,1,26JUL2024,498085,1,1,24.9,1,Low,A,50.5,50984,61888
31591,u031591@hanmail.net,박지유,28,F,대전,15JUN2023,other,mobile,platinum,0,,2610575,4,1,59.3,0,Low,C,59.3,15607,11111
31592,u031592@naver.com,이현우,21,F,서울,13APR2026,paid_search,mobile,platinum,0,13APR2026,2172445,8,0,65.5,0,Low,B,54.8,26570,28178
31593,u031593@kakao.com,최도윤,14,F,부산,12JUL2025,social,mobile,gold,1,08DEC2025,1007415,5,1,35.1,0,Low,A,46.0,63802,77809
31594,u031594@daum.net,윤은우,14,M,인천,26JUL2025,organic,mobile,bronze,1,26JUL2025,0,0,1,36.2,0,Low,C,67.7,53883,64071
31595,u031595@daum.net,장도윤,41,M,서울,22MAY2023,referral,mobile,silver,1,14JUN2025,525210,2,1,68.2,6,High,B,56.2,21820,27808
31596,u031596@naver.com,이하준,35,M,경기,03JAN2026,referral,mobile,silver,1,07JUL2026,478480,1,0,46.0,0,Low,B,60.9,43572,43401
31597,u031597@daum.net,황하윤,18,F,서울,09APR2025,social,mobile,platinum,1,09APR2025,2531350,4,1,44.7,1,Low,B,60.2,37776,45711
31598,u031598@gmail.com,강하은,51,F,대구,12APR2023,paid_search,pc,vip,0,30MAY2025,4399700,2,1,82.6,1,Low,C,45.8,51936,54144
31599,u031599@hanmail.net,윤도윤,53,M,경기,28MAY2026,organic,mobile,vip,1,28MAY2026,3265760,5,0,71.1,1,Low,B,62.1,69805,74839
31600,u031600@gmail.com,박유진,38,M,서울,04JUN2025,social,pc,bronze,1,,138360,3,1,49.9,2,High,C,65.4,12438,16946
31601,u031601@hanmail.net,한주원,19,M,경기,20MAY2025,social,mobile,gold,1,19MAR2026,1424590,2,1,58.2,1,Low,B,67.7,94448,106212
31602,u031602@outlook.com,전서연,14,M,서울,02JUL2025,referral,mobile,platinum,0,02JUL2025,2173800,5,1,75.1,2,High,B,63.6,46271,46735
31603,u031603@naver.com,정하윤,44,M,경기,11JUN2023,email,pc,platinum,1,,2391275,3,1,66.6,3,High,A,57.9,54777,60097
31604,u031604@gmail.com,오은우,45,M,경기,31MAR2026,social,mobile,vip,1,31MAR2026,3883240,2,1,75.2,0,Low,A,51.3,44837,47715
31605,u031605@naver.com,한도윤,28,F,인천,16FEB2025,organic,mobile,bronze,1,19DEC2025,145585,2,1,42.2,2,High,C,41.0,33025,31533
31606,u031606@kakao.com,정소율,44,F,부산,23MAY2023,paid_search,mobile,vip,0,28APR2026,3733680,3,0,42.7,1,Low,A,53.3,53169,57513
31607,u031607@daum.net,전서윤,40,M,경북,30APR2025,other,mobile,bronze,1,,131200,2,1,58.3,0,Low,B,54.1,39905,46374
31608,u031608@outlook.com,전민서,45,F,대전,11SEP2025,referral,mobile,platinum,1,06FEB2026,2659300,2,1,77.5,4,High,C,59.1,73892,76564
31609,u031609@hanmail.net,박민서,47,F,서울,04JAN2026,paid_search,mobile,platinum,0,04JAN2026,1576545,6,1,57.2,0,Low,B,51.9,38521,48796
31610,u031610@daum.net,장지민,27,F,서울,29MAR2023,paid_search,tablet,gold,0,14APR2026,842545,4,0,67.9,3,High,A,60.9,55752,54426
31611,u031611@naver.com,송채원,26,F,경기,07AUG2024,referral,mobile,bronze,1,05AUG2025,79460,2,1,44.9,2,High,B,42.4,30101,31023
31612,u031612@daum.net,오시우,20,M,경남,29JUN2023,organic,pc,silver,0,04JAN2026,417600,2,1,53.2,2,High,A,36.4,39141,45526
31613,u031613@hanmail.net,최서현,44,F,대전,17JUN2023,organic,mobile,bronze,1,27OCT2024,30900,1,1,69.0,6,High,B,50.6,48576,51130
31614,u031614@naver.com,조서현,44,F,서울,17OCT2023,email,mobile,bronze,1,12AUG2024,91770,1,1,45.8,2,High,B,57.2,73043,76390
31615,u031615@hanmail.net,전지유,56,F,경남,19SEP2023,organic,mobile,platinum,1,21MAY2025,2603540,5,1,59.2,2,High,A,52.8,52778,57558
31616,u031616@kakao.com,한민준,29,M,인천,12NOV2023,referral,tablet,platinum,1,22DEC2025,1660650,2,1,36.9,1,Low,A,55.6,66267,78195
31617,u031617@hanmail.net,이준우,38,F,서울,11JUL2024,paid_search,mobile,vip,1,06JUN2026,6510890,6,0,81.6,1,Low,B,55.9,35539,42971
31618,u031618@daum.net,오지민,40,F,전북,12APR2023,email,mobile,platinum,1,19JUN2026,2222350,4,0,53.5,3,High,B,63.7,66845,74691
31619,u031619@gmail.com,장채원,28,F,대전,15JAN2023,paid_search,mobile,vip,1,26DEC2024,3103555,4,1,66.9,3,High,A,53.1,27574,25974
31620,u031620@naver.com,강서연,49,F,충남,22NOV2023,paid_search,mobile,silver,0,02SEP2025,516310,2,1,51.1,3,High,B,62.3,46942,51000
31621,u031621@kakao.com,조서연,42,M,경북,15MAR2025,email,pc,silver,0,01JUL2025,440245,2,1,48.9,1,Low,C,73.7,64873,69902
31622,u031622@gmail.com,강예준,52,F,충남,07MAY2026,other,mobile,vip,0,07MAY2026,8750830,10,0,75.4,0,Low,A,60.3,37859,39974
31623,u031623@gmail.com,송시우,38,M,대구,30JAN2025,organic,mobile,gold,1,05JUN2026,1053480,2,0,57.3,0,Low,A,40.4,45945,41740
31624,u031624@gmail.com,서윤서,45,M,충남,06JUN2023,paid_search,pc,bronze,1,01SEP2025,90500,1,1,64.1,0,Low,B,41.0,66313,71900
31625,u031625@naver.com,장민준,22,F,강원,11DEC2024,paid_search,mobile,platinum,0,,1543060,4,1,79.0,2,High,A,53.7,26893,24153
31626,u031626@naver.com,류지민,15,F,경기,07MAR2026,email,pc,vip,0,07APR2026,5673775,7,1,79.5,1,Low,C,67.6,26515,31789
31627,u031627@gmail.com,최예준,39,M,전북,23JUL2023,organic,mobile,vip,1,28OCT2025,3213420,3,1,81.3,3,High,A,59.8,62740,66827
31628,u031628@hanmail.net,최지훈,39,M,세종,17APR2025,organic,pc,bronze,1,03OCT2025,114020,2,1,60.8,2,High,B,40.1,34607,45168
31629,u031629@hanmail.net,서다은,38,M,충북,09APR2024,paid_search,pc,gold,1,04FEB2025,1223940,3,1,64.8,2,High,A,51.9,46442,50920
31630,u031630@gmail.com,한은우,23,F,서울,01FEB2025,organic,mobile,vip,0,01FEB2025,11377410,6,1,99.0,3,High,B,60.8,25591,35075
31631,u031631@hanmail.net,이주원,32,M,충북,05FEB2026,other,mobile,bronze,1,05FEB2026,292995,1,1,36.8,1,Low,C,52.3,36711,42441
31632,u031632@gmail.com,강하윤,25,M,대구,18JUL2023,organic,mobile,platinum,1,16JAN2025,2269705,4,1,54.0,1,Low,A,55.8,56062,63853
31633,u031633@naver.com,오민서,29,F,대전,28APR2024,paid_search,mobile,bronze,1,20FEB2025,215650,2,1,41.9,2,High,C,68.2,62906,76138
31634,u031634@outlook.com,윤서윤,50,F,경기,10JUL2024,paid_search,mobile,bronze,1,28DEC2025,299600,1,1,49.5,1,Low,C,76.6,67040,73770
31635,u031635@hanmail.net,정지유,33,U,서울,24APR2023,organic,mobile,gold,1,09MAR2025,1284600,1,1,67.4,1,Low,C,62.0,35649,41893
31636,u031636@kakao.com,전유진,45,M,광주,16OCT2023,social,mobile,bronze,1,17FEB2025,36720,1,1,33.3,4,High,B,67.1,79367,77956
31637,u031637@naver.com,장서윤,32,M,경기,17MAR2024,social,pc,vip,1,02JUN2026,3170280,3,0,71.6,1,Low,C,52.1,56054,73230
31638,u031638@outlook.com,최지우,35,M,전북,23DEC2024,referral,mobile,vip,0,04JUL2026,3273860,5,0,58.2,2,High,A,41.4,36947,40190
31639,u031639@gmail.com,장하윤,30,M,경기,05NOV2025,social,mobile,vip,1,21MAR2026,6643575,3,1,68.8,2,High,C,65.2,44619,47668
31640,u031640@kakao.com,오하은,40,U,경기,18SEP2023,paid_search,pc,vip,1,,3409135,5,1,68.4,0,Low,C,54.2,50355,59139
31641,u031641@outlook.com,최현우,47,M,경기,06JAN2026,referral,pc,platinum,0,06JAN2026,1549960,5,1,81.0,1,Low,A,47.9,23658,26592
31642,u031642@kakao.com,안소율,33,F,대구,01MAR2023,social,pc,platinum,1,22MAY2026,2639990,5,0,54.8,1,Low,A,60.0,43367,52333
31643,u031643@naver.com,전민서,36,F,충남,23FEB2024,social,mobile,vip,0,25SEP2025,3298960,2,1,64.6,2,High,C,57.0,36429,50048
31644,u031644@kakao.com,이현우,15,M,광주,19MAR2025,organic,mobile,vip,1,19MAR2025,6161490,7,1,58.8,2,High,C,53.0,58284,64132
31645,u031645@outlook.com,서윤서,43,F,대전,19OCT2024,paid_search,mobile,bronze,0,02JUL2026,131670,2,0,41.5,2,High,C,81.1,41600,40523
31646,u031646@hanmail.net,권민준,20,F,인천,20DEC2025,organic,mobile,platinum,0,20DEC2025,2687585,6,1,50.2,0,Low,B,46.2,55799,61239
31647,u031647@kakao.com,윤준우,37,F,경기,10MAY2025,organic,mobile,platinum,1,06JAN2026,2135100,2,1,65.1,1,Low,A,55.1,57188,62968
31648,u031648@kakao.com,강지민,43,F,서울,28AUG2024,social,mobile,vip,1,26AUG2025,3876060,3,1,72.5,2,High,B,45.4,57922,61343
31649,u031649@daum.net,장하은,31,F,부산,15JAN2025,social,pc,platinum,1,13MAY2025,1544670,3,1,68.5,1,Low,A,49.6,28534,24410
31650,u031650@kakao.com,한유진,23,F,충남,02DEC2024,social,pc,silver,1,02DEC2024,326150,2,1,44.1,2,High,C,47.9,70798,75127
31651,u031651@kakao.com,오예은,28,M,경기,12DEC2023,organic,mobile,vip,0,16JAN2025,6640010,3,1,79.6,4,High,C,72.5,54956,62865
31652,u031652@hanmail.net,이현우,45,F,대구,29MAY2025,organic,pc,vip,0,29MAY2025,6263705,6,1,73.9,0,Low,B,50.3,47359,61380
31653,u031653@kakao.com,이지원,48,F,인천,17DEC2025,social,mobile,silver,0,15JUN2026,441100,3,0,53.8,0,Low,B,64.4,61131,69431
31654,u031654@kakao.com,한소율,39,M,인천,17MAY2024,social,mobile,vip,1,01SEP2024,3860060,4,1,51.5,1,Low,B,49.2,15376,26125
31655,u031655@outlook.com,윤도윤,39,F,광주,05JUN2026,social,mobile,bronze,0,05JUN2026,127400,1,0,52.4,2,High,C,66.4,49419,48592
31656,u031656@naver.com,강지호,34,F,인천,12JAN2025,paid_search,mobile,vip,0,12JAN2025,5375035,5,1,73.0,2,High,B,66.4,18834,16639
31657,u031657@daum.net,송지훈,20,M,경기,19APR2025,referral,mobile,vip,1,19APR2025,3581760,5,1,67.6,2,High,A,41.4,51481,55089
31658,u031658@kakao.com,한민준,40,M,전북,21FEB2023,social,pc,gold,1,20OCT2025,1120000,3,1,63.1,3,High,B,52.9,53619,60063
31659,u031659@gmail.com,강다은,28,M,서울,24AUG2023,social,mobile,platinum,1,04MAR2026,2328370,4,1,71.4,3,High,C,45.3,65901,79613
31660,u031660@daum.net,장지원,53,F,광주,06JAN2024,organic,mobile,gold,0,,1143260,4,1,44.5,0,Low,B,56.0,66866,71771
31661,u031661@hanmail.net,신하윤,33,F,울산,01FEB2023,organic,mobile,gold,0,02JUL2024,1349220,3,1,56.4,0,Low,A,38.0,39508,42228
31662,u031662@kakao.com,류예준,35,F,인천,27DEC2025,social,pc,silver,0,27DEC2025,755265,3,1,62.8,1,Low,A,48.3,54401,51660
31663,u031663@outlook.com,강도윤,32,M,경기,07SEP2025,social,mobile,bronze,0,07SEP2025,0,0,1,39.5,0,Low,A,53.6,43364,50869
31664,u031664@naver.com,전예은,22,F,경기,01JAN2024,other,tablet,vip,1,18SEP2025,3270140,4,1,77.5,1,Low,C,66.8,54881,54550
31665,u031665@naver.com,류지원,54,F,경북,03JUL2024,organic,pc,silver,1,28MAY2025,448045,2,1,55.7,3,High,C,75.7,44677,52188
31666,u031666@hanmail.net,임예은,34,M,서울,15MAR2024,other,mobile,vip,1,14APR2025,10302980,4,1,54.9,2,High,B,55.6,52300,50116
31667,u031667@hanmail.net,신지유,45,F,경기,13APR2023,organic,mobile,platinum,1,23APR2026,1690330,3,0,71.0,1,Low,B,51.7,34306,35843
31668,u031668@gmail.com,정준호,38,F,경기,16DEC2025,organic,mobile,platinum,1,16DEC2025,1723970,2,1,59.1,4,High,B,56.7,56929,58958
31669,u031669@outlook.com,오지훈,43,M,인천,22MAR2026,email,mobile,vip,0,22MAR2026,3971655,5,1,45.2,1,Low,B,67.0,18363,15271
31670,u031670@hanmail.net,류윤서,26,M,전남,02JAN2024,organic,mobile,bronze,1,22AUG2024,130470,2,1,47.4,2,High,A,41.8,39998,51669
31671,u031671@hanmail.net,이주원,30,M,부산,10MAR2026,referral,pc,vip,1,10MAR2026,4797110,4,1,53.5,2,High,B,42.4,41686,39102
31672,u031672@daum.net,권서연,14,M,충남,12JUN2024,referral,mobile,gold,1,16MAR2025,947105,3,1,66.7,0,Low,A,45.5,62230,66559
31673,u031673@kakao.com,강서현,33,M,서울,17JUN2025,organic,pc,platinum,1,17JUN2025,1678660,3,1,60.0,1,Low,C,51.3,58700,57550
31674,u031674@outlook.com,윤지안,45,M,경기,18SEP2024,social,mobile,platinum,1,02OCT2025,2015980,5,1,50.1,2,High,B,63.6,19262,26058
31675,u031675@gmail.com,신지안,37,F,경기,02JUL2025,social,mobile,bronze,1,11AUG2025,105660,1,1,60.0,0,Low,B,51.5,46891,50048
31676,u031676@gmail.com,박채원,24,F,경기,20JAN2024,paid_search,mobile,bronze,0,,25500,1,1,52.4,1,Low,C,68.5,32674,38618
31677,u031677@outlook.com,강지우,29,F,대구,31JAN2023,social,mobile,gold,0,,1480950,5,1,56.7,0,Low,C,56.7,25507,27570
31678,u031678@gmail.com,한서윤,52,F,인천,19JUN2026,social,mobile,vip,1,19JUN2026,3982425,9,0,51.8,0,Low,C,64.1,48205,63504
31679,u031679@kakao.com,장지훈,34,F,충남,24JUL2025,organic,mobile,silver,1,24JUL2025,363500,1,1,43.3,3,High,B,61.4,48258,55221
31680,u031680@hanmail.net,안현우,41,F,경기,26FEB2023,social,mobile,gold,1,,915700,1,1,46.4,2,High,B,45.2,63759,74695
31681,u031681@hanmail.net,류준호,42,F,전남,28DEC2023,paid_search,mobile,platinum,1,07JUN2025,2762280,4,1,73.4,1,Low,A,51.1,62530,71824
31682,u031682@daum.net,이준호,21,M,서울,04JAN2024,referral,mobile,bronze,1,05JAN2025,7845,1,1,24.5,4,High,A,46.6,72559,76852
31683,u031683@daum.net,윤준우,36,M,충남,03MAR2026,organic,mobile,platinum,1,12MAR2026,2297795,2,1,62.0,2,High,B,56.2,47162,50203
31684,u031684@gmail.com,임유진,28,M,서울,04MAR2026,paid_search,mobile,silver,1,,614420,4,1,52.5,2,High,B,55.7,49367,51579
31685,u031685@outlook.com,박민서,44,F,전북,26FEB2026,organic,mobile,vip,0,26FEB2026,3417425,8,1,78.9,2,High,B,60.8,50737,60479
31686,u031686@kakao.com,임지훈,21,M,서울,07JAN2026,paid_search,pc,vip,1,31MAY2026,5437135,6,0,73.7,0,Low,C,58.7,52583,49496
31687,u031687@hanmail.net,이서연,42,F,광주,29MAY2025,social,mobile,bronze,1,14JUL2025,113050,1,1,56.8,2,High,C,54.3,37032,45410
31688,u031688@kakao.com,조주원,29,F,광주,30NOV2024,paid_search,pc,platinum,0,,1736650,3,1,54.1,2,High,A,62.6,54339,56091
31689,u031689@outlook.com,김서윤,35,F,인천,18OCT2025,organic,pc,gold,1,,1052100,4,1,42.4,3,High,C,50.2,38605,50153
31690,u031690@hanmail.net,오준우,30,M,경기,28APR2025,social,pc,vip,1,28APR2025,3519225,4,1,62.1,2,High,C,56.2,39248,37648
31691,u031691@kakao.com,정민준,24,F,충남,14MAR2023,paid_search,pc,silver,1,07FEB2026,316380,3,1,63.2,2,High,B,49.7,53011,57897
31692,u031692@kakao.com,장민서,39,F,경기,12MAR2023,organic,pc,vip,1,13JAN2025,18834995,8,1,100.0,1,Low,C,66.5,42040,51877
31693,u031693@gmail.com,오지안,37,M,서울,30DEC2024,referral,pc,platinum,1,,2039025,4,1,56.4,4,High,B,55.8,73167,74372
31694,u031694@daum.net,한서윤,42,F,전북,01DEC2025,paid_search,pc,bronze,0,01DEC2025,0,0,1,32.0,1,Low,C,81.7,43590,50545
31695,u031695@naver.com,오예준,39,M,경기,28OCT2024,social,mobile,gold,1,,1049245,6,1,44.5,4,High,C,55.1,58198,73350
31696,u031696@kakao.com,박지유,51,M,경기,02JAN2026,paid_search,mobile,vip,0,02JAN2026,5724435,3,1,69.7,2,High,B,68.6,40610,43439
31697,u031697@outlook.com,오서윤,28,F,부산,26SEP2025,paid_search,tablet,vip,0,23JAN2026,3278700,3,1,67.3,3,High,B,56.6,9428,7952
31698,u031698@naver.com,김예준,52,M,광주,10JUN2026,paid_search,pc,platinum,0,10JUN2026,2220810,4,0,80.8,0,Low,B,57.1,62749,72892
31699,u031699@gmail.com,강지호,44,F,충남,03DEC2024,organic,mobile,gold,0,19JUL2025,1219200,1,1,60.1,3,High,A,36.2,52871,64499
31700,u031700@kakao.com,한하준,33,M,서울,28JUN2026,email,mobile,vip,0,28JUN2026,7323130,4,0,82.1,0,Low,B,67.5,72920,86042
31701,u031701@gmail.com,이은우,42,M,전북,18FEB2026,paid_search,pc,vip,1,18FEB2026,4709455,4,1,59.4,2,High,A,57.0,44251,47701
31702,u031702@naver.com,윤시우,52,M,강원,05MAR2025,social,pc,platinum,0,22AUG2025,1522195,5,1,60.4,2,High,B,53.6,44802,56169
31703,u031703@hanmail.net,한민서,19,F,경기,24MAY2025,referral,mobile,silver,1,24MAY2025,723620,3,1,58.0,1,Low,B,51.1,53720,60206
31704,u031704@kakao.com,오수아,32,M,대구,31OCT2025,paid_search,pc,platinum,1,31OCT2025,1748305,4,1,58.9,2,High,B,58.0,66230,71259
31705,u031705@gmail.com,류서윤,60,F,서울,17JUL2024,social,pc,vip,1,23AUG2025,13061565,6,1,83.1,2,High,B,53.9,60509,67630
31706,u031706@outlook.com,전은우,41,M,경기,05DEC2024,referral,mobile,platinum,1,07SEP2025,2638935,2,1,65.3,1,Low,A,51.1,51778,61158
31707,u031707@naver.com,장주원,41,F,경기,11JUL2025,social,pc,vip,1,11JUL2025,4367840,3,1,74.4,0,Low,B,36.3,41286,42379
31708,u031708@kakao.com,한시우,56,M,경기,18MAR2023,organic,mobile,bronze,1,01OCT2025,0,0,1,57.5,1,Low,A,42.5,70122,80223
31709,u031709@naver.com,송은우,23,F,경기,03FEB2024,referral,mobile,platinum,0,09SEP2024,2586230,3,1,35.1,5,High,B,52.3,37823,46622
31710,u031710@outlook.com,장지우,42,M,서울,04APR2026,paid_search,mobile,vip,1,04APR2026,3409620,5,1,79.9,2,High,B,41.7,31542,31142
31711,u031711@hanmail.net,권하은,42,M,경기,22FEB2025,other,mobile,silver,0,22FEB2025,421430,4,1,32.9,7,High,A,48.6,48692,45666
31712,u031712@kakao.com,송지유,44,M,경남,01JUL2025,paid_search,pc,vip,1,18DEC2025,3741920,5,1,70.6,3,High,B,61.4,46668,46612
31713,u031713@gmail.com,윤하은,14,F,경기,25JUL2023,organic,mobile,vip,1,,4166930,6,1,97.4,2,High,C,69.5,33776,37907
31714,u031714@gmail.com,최하준,17,F,대구,03JUL2025,organic,mobile,vip,1,03JUL2025,7805020,8,1,74.7,1,Low,B,48.0,46503,55960
